g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s,g
0.023255814,0,0.010869565,0,0,0.003571429,0,0.020242915,0.030769231,0.022222222,0.132088343,0,0.092861002,0,0,0.011802648,0,0.138768067,0.526604079,0.097875861,3.471467741,1.301029996
0,0,0.007246377,0.008042895,0.066666667,0.003571429,0.009345794,0.026315789,0.046153846,0,0,0,0.008397878,0.072458369,0.003556031,0.012530777,0.002020729,0.380758372,0.520277845,0,3.947344991,1.431363764
0.023255814,0,0.094202899,0.075067024,0.066666667,0.017857143,0,0.064777328,0.115384615,0.022222222,0.001756184,0,0.209606169,0.161342448,0.010332001,0.015776456,0,0.274680401,0.319428906,0.007077435,4.147423092,2.037426498
0,0,0,0.053619303,0.133333333,0,0,0,0,0,0,0,0,0.581339634,0.418660366,0,0,0,0,0,3.178064258,1.342422681
0,0.096153846,0.010869565,0.016085791,0.066666667,0.003571429,0.009345794,0.01417004,0.007692308,0,0,0.063894608,0.419870869,0.158842108,0.019276457,0.016220547,0.024838586,0.010667735,0.286389088,0,3.030733268,1.397940009
0,0.019230769,0.025362319,0.018766756,0,0,0,0,0.007692308,0,0,0.007945212,0.466159733,0.493066218,0,0,0,0.032828837,0,0,2.914142097,1.204119983
0.023255814,0,0.018115942,0.040214477,0.066666667,0.010714286,0.009345794,0.012145749,0,0.022222222,0.04099523,0,0.127188346,0.255921104,0.153618667,0.081216965,0.050357097,0,0.165754802,0.124947789,3.588663796,1.51851394
0,0,0,0.002680965,0,0.021428571,0,0.042510121,0.053846154,0,0,0,0,0.030121536,0,0.181200841,0,0.169582435,0.619095188,0,4.060399774,1.544068044
0,0,0.010869565,0.002680965,0,0.014285714,0.009345794,0.026315789,0.038461538,0,0,0,0.07598562,0.027127402,0,0.467335787,0.00690508,0.146209218,0.276436894,0,3.371684677,1.431363764
0,0.057692308,0.010869565,0.016085791,0.066666667,0.010714286,0.018691589,0.016194332,0.030769231,0,0,0.051639745,0.111473999,0.112326363,0.015047175,0.089270343,0.020136041,0.359452799,0.240653535,0,3.07369636,1.477121255
0,0.019230769,0.007246377,0,0,0.010714286,0,0.026315789,0.046153846,0,0,0.003759779,0.047679783,0,0,0.031781701,0,0.525365494,0.391413243,0,3.53878103,1.397940009
0,0.173076923,0.15942029,0.042895442,0.066666667,0.132142857,0.018691589,0.046558704,0.130769231,0,0,0.005100775,0.208658236,0.075048165,0.001345682,0.405663177,0.00365146,0.106046133,0.194486373,0,4.655674918,2.173186268
0,0,0.028985507,0.077747989,0.133333333,0.046428571,0.018691589,0.006072874,0.030769231,0,0,0,0.127476991,0.393534046,0.064054121,0.259755766,0.007087546,0.109181911,0.038909619,0,3.949533447,1.785329835
0.11627907,0.134615385,0.003623188,0,0,0.032142857,0.018691589,0.006072874,0.030769231,0,0.512462365,0.036554486,0.006157126,0,0,0.166568762,0.028517922,0.139316072,0.110423267,0,3.77635172,1.491361694
0,0,0.014492754,0.002680965,0,0.007142857,0,0.004048583,0.015384615,0,0,0,0.561603594,0.029086629,0,0.115080866,0,0.201682242,0.092546668,0,3.330655206,1.041392685
0.023255814,0,0.007246377,0.016085791,0.066666667,0.010714286,0,0.01417004,0.046153846,0,0.155262247,0,0.01814568,0.098424834,0.031798597,0.10516239,0,0.376884023,0.214322228,0,3.498242992,1.414973348
0.023255814,0,0,0.021447721,0.133333333,0,0,0.004048583,0.038461538,0,0.363703474,0,0,0.158881702,0.094914003,0,0,0.152417863,0.230082959,0,3.346663912,1.255272505
0.023255814,0,0.028985507,0.029490617,0.066666667,0.010714286,0.009345794,0.038461538,0.015384615,0,0.023479809,0,0.150336657,0.159029253,0.088630367,0.028935909,0.004086162,0.030505171,0.514996672,0,3.77232024,1.662757832
0.023255814,0.211538462,0,0.016085791,0.066666667,0,0,0.004048583,0,0,0.199773899,0.562154461,0,0.098895823,0.038591981,0,0,0,0.100583835,0,2.810050964,1.322219295
0.023255814,0.134615385,0.047101449,0.024128686,0,0.010714286,0.018691589,0.030364372,0.153846154,0,0.012144534,0.09823836,0.200289286,0.13314366,0,0.016423776,0.020093063,0.310638066,0.209029256,0,3.865009166,1.84509804
0,0,0.028985507,0.050938338,0.066666667,0.010714286,0,0.010121457,0,0,0,0,0.155808882,0.433137933,0.021056323,0.086192484,0,0,0.303804378,0,3.578892379,1.556302501
0,0,0.025362319,0.002680965,0.066666667,0.021428571,0.018691589,0.012145749,0.038461538,0,0,0,0.250523013,0.041775628,0.021182008,0.094436454,0.054877092,0.339180178,0.198025628,0,3.184577875,1.447158031
0.023255814,0,0.032608696,0.018766756,0.133333333,0.028571429,0,0.018218623,0.069230769,0,0.032799428,0,0.194753606,0.12714176,0.026072635,0.143531219,0,0.351853576,0.123847776,0,3.802009105,1.653212514
0.069767442,0,0.025362319,0.016085791,0,0.025,0,0.008097166,0.030769231,0,0.17817471,0,0.215862433,0.1342174,0,0.123652885,0,0.09562245,0.252470124,0,3.744714553,1.491361694
0,0,0.036231884,0.016085791,0.066666667,0.035714286,0,0.01417004,0.023076923,0,0,0,0.289508995,0.040152463,0.011370061,0.471804104,0,0.072242929,0.114921448,0,3.550833497,1.568201724
0,0,0.010869565,0.010723861,0.066666667,0.010714286,0,0.012145749,0.015384615,0.022222222,0,0,0.366608635,0.090793656,0.120070597,0.084356882,0,0.064016355,0.243471386,0.03068249,3.097666763,1.301029996
0,0,0.003623188,0.00536193,0,0,0.009345794,0.010121457,0.007692308,0,0,0,0.057464533,0.085032868,0,0,0.153961027,0.589285976,0.114255596,0,3.135469775,1
0,0,0.02173913,0.00536193,0,0.017857143,0.009345794,0.010121457,0.023076923,0,0,0,0.386614855,0.009749608,0,0.234801026,0.002187973,0.230073253,0.136573284,0,3.756868025,1.342422681
